"fnu","area","region","comuna","sex","age","ses","phone","edu","pond","agecat","approval"
1580,1,13,13123,1,30,2,1,4,1.977,2,2
1579,1,13,13123,1,60,2,1,4,1.243,5,1
890,2,9,9110,2,28,3,9,4,0.514,2,2
871,1,9,9102,1,72,3,2,1,0.421,5,1
1031,1,10,10202,1,55,4,2,2,0.526,5,1
104,1,2,2201,1,35,3,2,3,8.956,3,2
1103,1,13,13101,2,33,2,2,4,1.083,2,2
263,1,5,5106,1,25,3,1,4,3.304,2,2
924,1,9,9201,2,73,4,2,2,0.258,5,2
105,1,2,2201,1,43,2,1,4,8.956,3,2
346,1,5,5402,1,43,4,2,3,1.347,3,3
997,1,10,10101,2,71,3,1,2,0.755,5,2
109,1,2,2301,2,77,4,2,1,0.219,5,2
698,1,8,8110,2,28,3,1,4,0.127,2,2
641,1,8,8101,2,41,3,2,4,0.764,3,2
1195,1,13,13106,2,39,4,2,4,0.517,3,1
653,1,8,8102,1,59,3,1,2,1.372,5,2
1508,1,13,13120,2,64,3,1,3,1.572,5,2
1054,1,10,10301,2,46,4,2,1,0.899,4,2
72,1,2,2101,1,29,3,2,3,3.061,2,3
1331,1,13,13113,2,73,1,1,2,1.035,5,1
1075,1,12,12101,1,79,4,1,2,0.322,5,2
416,1,6,6101,1,30,4,2,3,0.563,2,2
627,1,8,8101,1,63,1,2,4,2.457,5,2
30,1,1,1101,2,43,4,1,3,1.37,3,1
1236,1,13,13109,1,61,4,1,4,1.178,5,1
8,1,15,15101,2,57,4,2,4,0.84,5,3
1620,1,13,13125,2,52,4,2,2,0.804,4,2
864,1,9,9101,1,61,3,1,3,0.376,5,3
1073,1,11,11202,1,29,4,2,2,1.111,2,2
775,2,8,8307,1,80,4,2,1,0.772,5,3
635,1,8,8101,2,48,4,2,3,0.471,4,3
711,1,8,8110,1,21,3,1,4,0.671,1,2
345,1,5,5402,2,42,3,1,4,1.137,3,1
1586,1,13,13123,2,86,2,9,4,0.35,5,1
1002,1,10,10101,2,75,4,1,2,0.504,5,1
998,1,10,10101,1,61,5,2,1,0.248,5,1
1766,1,13,13201,2,28,2,1,4,0.41,2,1
1524,1,13,13120,2,47,1,1,4,0.513,4,1
83,1,2,2101,2,36,3,2,3,0.268,3,1
479,1,6,6301,2,19,4,2,3,0.429,1,1
750,1,8,8301,2,29,3,2,4,0.338,2,2
59,1,2,2101,2,21,3,2,4,0.716,1,2
64,1,2,2101,1,51,4,2,3,1.146,4,2
412,1,6,6101,2,33,4,2,3,0.568,2,1
1211,1,13,13106,2,54,3,1,4,0.279,4,2
1053,1,10,10301,2,49,3,1,2,1.798,4,1
235,1,5,5101,2,25,3,2,4,3.065,2,3
1635,1,13,13126,2,19,3,1,4,1.994,1,2
1278,1,13,13110,1,31,2,1,4,0.776,2,2
1196,1,13,13106,2,53,3,1,3,0.464,4,1
112,1,2,2301,1,39,3,2,3,0.29,3,1
457,1,6,6115,1,36,4,2,3,0.528,3,1
28,1,1,1101,2,75,4,2,2,0.92,5,3
1418,1,13,13117,2,70,5,2,2,0.416,5,2
719,1,8,8110,1,44,3,1,4,0.916,3,9
1657,1,13,13128,1,66,4,1,2,1.173,5,1
620,1,8,8101,1,32,4,1,3,1.428,2,1
1230,1,13,13108,1,38,5,2,2,1.129,3,2
131,1,3,3101,2,23,3,1,3,0.638,1,1
128,1,3,3101,1,44,3,1,3,1.98,3,3
856,1,9,9101,1,27,2,9,4,2.137,2,2
1824,1,13,13402,2,42,4,9,3,1.133,3,1
1557,1,13,13122,1,62,3,9,2,1.495,5,2
138,1,3,3202,2,34,2,1,3,0.973,2,1
886,1,9,9109,2,48,4,2,2,1.005,4,1
1830,1,13,13404,2,38,3,1,4,0.209,3,1
782,1,8,8312,2,62,4,1,1,0.466,5,2
1333,1,13,13113,2,46,1,1,4,0.37,4,2
1596,1,13,13124,1,48,4,2,3,2.924,4,2
717,1,8,8110,2,44,4,2,3,0.773,3,2
1585,1,13,13123,2,21,2,2,4,0.597,1,2
18,1,15,15101,2,24,3,2,3,1.343,1,3
510,1,7,7101,2,57,3,2,3,2.055,5,2
1562,1,13,13122,2,37,3,2,2,0.13,3,2
203,1,4,4302,1,58,3,2,3,0.825,5,1
1839,1,13,13501,1,59,4,1,3,0.327,5,2
1086,1,12,12101,1,24,3,9,4,0.407,1,2
1052,1,10,10301,2,45,4,1,3,1.348,4,3
1612,1,13,13125,2,53,3,1,4,0.272,4,2
1210,1,13,13106,2,31,3,1,2,1.642,2,1
1104,1,13,13101,2,21,2,1,4,1.251,1,2
1001,1,10,10101,2,43,5,2,2,0.563,3,2
1148,1,13,13103,2,52,4,2,3,0.201,4,2
1275,1,13,13110,2,47,3,1,4,1.116,4,1
1622,1,13,13125,2,29,3,1,4,2.766,2,2
947,1,14,14101,2,45,4,1,2,0.018,4,9
1823,1,13,13402,1,50,4,1,1,1.242,4,2
1219,1,13,13107,1,30,3,1,4,0.05,2,3
515,1,7,7101,2,43,4,2,2,0.387,3,1
1856,1,13,13602,1,41,4,1,3,1.309,3,2
1228,1,13,13108,2,80,5,1,3,0.427,5,2
1791,1,13,13401,1,38,2,9,4,2.173,3,1
708,1,8,8110,2,48,3,2,4,0.407,4,2
1521,1,13,13120,1,37,1,2,4,0.903,3,3
330,1,5,5201,1,70,3,1,2,0.203,5,3
68,1,2,2101,1,31,3,2,4,0.437,2,1
1069,1,11,11202,2,64,2,2,3,0.708,5,1
77,1,2,2101,1,49,2,2,3,0.779,4,1
966,2,14,14103,2,46,4,2,3,0.851,4,1
621,1,8,8101,1,33,2,2,4,0.952,2,1
1424,1,13,13117,2,54,4,1,3,0.358,4,1
1206,1,13,13106,2,26,4,2,3,0.267,2,2
1800,1,13,13401,2,78,3,9,2,1.336,5,2
1765,1,13,13201,2,48,2,1,3,0.313,4,2
1380,1,13,13114,2,42,3,2,4,0.592,3,9
1500,1,13,13120,1,35,2,2,4,0.089,3,2
1611,1,13,13125,1,33,4,9,3,0.852,2,2
409,1,6,6101,2,19,3,2,4,0.656,1,2
1420,1,13,13117,2,48,5,2,3,1.563,4,1
1598,1,13,13124,2,34,4,1,3,1.579,2,2
862,1,9,9101,1,39,1,1,4,0.505,3,1
1050,1,10,10301,1,73,4,1,3,0.884,5,2
887,1,9,9109,2,27,3,2,3,1.971,2,3
1294,1,13,13111,2,42,3,1,3,0.676,3,1
1409,1,13,13116,1,45,4,2,3,2.173,4,2
1404,2,13,13115,1,29,4,2,3,0.999,2,2
696,1,8,8110,2,77,4,1,2,0.026,5,1
1330,1,13,13113,2,37,1,1,4,0.385,3,2
1551,1,13,13122,2,40,3,1,2,0.715,3,3
601,1,7,7405,2,53,4,1,1,0.295,4,2
604,1,7,7405,1,96,4,2,1,0.387,5,3
276,1,5,5108,2,37,1,1,4,0.36,3,2
884,1,9,9109,1,19,4,2,2,0.692,1,1
1602,1,13,13124,2,60,4,1,2,1.07,5,2
1787,2,13,13303,1,56,3,2,1,1.08,5,2
239,1,5,5101,1,36,4,2,3,1.375,3,1
423,1,6,6101,1,24,2,1,4,1.457,1,1
854,1,9,9101,1,62,1,1,4,1.343,5,2
1362,1,13,13114,1,21,1,1,4,2.692,1,1
306,1,5,5109,2,27,3,2,4,0.904,2,1
1836,2,13,13404,1,37,4,2,1,0.84,3,3
226,1,5,5101,1,19,3,1,4,1.91,1,2
1003,1,10,10102,1,35,4,2,3,0.522,3,2
1028,1,10,10202,1,70,3,2,3,0.526,5,3
295,1,5,5109,2,60,2,9,4,1.223,5,2
943,1,14,14101,2,37,4,2,3,0.104,3,2
982,1,14,14202,1,51,3,2,2,0.801,4,3
704,1,8,8110,2,62,3,9,3,0.542,5,2
202,1,4,4302,1,39,4,2,2,1.107,3,1
1619,1,13,13125,2,19,4,1,3,0.911,1,2
15,1,15,15101,2,62,3,2,1,1.575,5,2
1822,1,13,13402,2,52,3,1,3,0.509,4,3
1208,1,13,13106,1,39,4,2,2,1.473,3,1
1466,1,13,13119,2,49,3,1,3,0.354,4,2
540,2,7,7106,1,54,4,2,1,0.827,4,2
455,2,6,6112,2,48,3,2,4,0.304,4,1
1860,1,13,13602,1,68,4,2,2,0.488,5,3
999,1,10,10101,1,45,4,2,2,0.925,4,2
117,1,3,3101,1,25,3,1,3,0.548,2,1
1671,1,13,13128,2,45,4,2,3,0.543,4,1
738,2,8,8203,2,48,4,2,3,0.316,4,1
766,1,8,8302,2,37,3,1,3,0.487,3,3
506,1,7,7101,2,23,3,1,4,1.752,1,2
1062,2,10,10302,1,47,4,2,2,0.638,4,1
1747,1,13,13201,2,61,4,2,1,0.393,5,1
582,2,7,7309,2,70,4,2,1,0.149,5,2
965,2,14,14103,2,56,4,2,1,0.492,5,2
301,1,5,5109,1,27,3,9,4,1.443,2,1
26,1,1,1101,2,64,4,2,2,0.92,5,2
1452,1,13,13119,2,39,4,2,3,1.492,3,2
1403,2,13,13115,2,60,2,9,3,0.345,5,1
615,1,8,8101,2,78,1,1,4,0.443,5,2
11,1,15,15101,1,30,5,1,4,1.977,2,1
963,2,14,14103,1,44,4,2,2,0.911,3,2
576,2,7,7304,2,40,4,2,2,0.486,3,1
1594,1,13,13124,2,72,4,9,2,0.637,5,2
422,1,6,6101,2,40,3,2,3,0.785,3,2
1520,1,13,13120,2,24,2,1,4,0.872,1,2
1225,1,13,13108,2,63,4,1,2,0.427,5,2
712,1,8,8110,2,31,3,2,3,0.637,2,1
1240,1,13,13109,2,39,3,2,4,0.676,3,2
326,1,5,5201,2,74,4,1,2,0.206,5,1
380,1,5,5601,2,41,3,2,3,1.326,3,2
1256,1,13,13110,1,25,2,1,4,2.639,2,2
944,1,14,14101,2,36,4,1,3,0.052,3,2
811,1,8,8406,1,53,3,1,3,1.869,4,2
1314,1,13,13112,2,39,4,1,3,0.151,3,3
534,1,7,7102,1,46,4,2,2,0.337,4,2
351,1,5,5501,1,57,3,1,3,8.782,5,3
1684,1,13,13129,2,49,5,2,3,0.109,4,2
341,2,5,5304,2,55,2,1,4,0.387,5,1
441,1,6,6106,2,34,4,2,2,0.133,2,2
1079,1,12,12101,1,52,2,2,4,0.599,4,1
480,1,6,6301,2,57,4,2,2,1.006,5,1
14,1,15,15101,1,43,4,2,2,1.042,3,3
224,1,5,5101,2,23,3,2,4,1.745,1,1
1127,1,13,13101,1,74,3,1,4,0.522,5,1
666,1,8,8103,2,48,4,1,3,1.915,4,2
425,1,6,6101,2,62,2,1,3,0.469,5,2
726,1,8,8111,2,48,4,2,1,0.573,4,1
1199,1,13,13106,2,50,3,9,3,0.232,4,3
912,2,9,9118,2,50,4,2,1,0.657,4,2
1087,1,12,12401,1,48,3,1,3,1.115,4,2
1177,1,13,13105,1,67,3,2,2,0.981,5,1
76,1,2,2101,1,48,2,2,3,0.779,4,3
1083,1,12,12101,1,33,3,9,2,0.411,2,2
514,1,7,7101,2,83,4,2,1,0.346,5,2
1425,1,13,13117,1,28,4,1,4,0.747,2,2
797,1,8,8401,2,58,1,1,4,0.058,5,3
1835,2,13,13404,2,19,3,2,4,0.912,1,2
372,2,5,5504,2,46,3,2,3,0.465,4,1
1218,1,13,13107,1,64,3,1,3,0.329,5,1
450,1,6,6109,2,49,4,9,3,0.534,4,3
1840,1,13,13501,1,66,3,1,3,0.327,5,3
1416,1,13,13116,2,47,3,1,3,0.41,4,2
1548,1,13,13122,1,41,1,1,4,1.088,3,3
1546,1,13,13122,1,70,2,1,4,1.621,5,3
1044,1,10,10301,1,85,2,2,4,0.903,5,1
1518,1,13,13120,2,52,1,1,4,3.562,4,2
1386,1,13,13114,2,22,1,1,4,1.446,1,1
1233,1,13,13109,1,34,2,1,4,3.125,2,2
860,1,9,9101,2,20,2,2,4,0.325,1,2
1601,1,13,13124,2,53,3,1,2,0.805,4,2
1288,1,13,13111,2,56,4,9,5,0.959,5,3
1695,1,13,13130,2,50,4,1,3,0.382,4,2
453,2,6,6112,2,59,3,2,4,0.293,5,1
508,1,7,7101,2,72,4,2,3,2.055,5,1
715,1,8,8110,2,46,3,1,3,0.868,4,2
1501,1,13,13120,2,71,2,1,2,1.484,5,2
1406,1,13,13116,2,25,4,2,3,1.048,2,1
1451,1,13,13119,2,51,3,2,2,0.67,4,2
852,1,9,9101,1,79,3,2,3,0.212,5,2
1688,1,13,13130,1,45,2,1,4,2.03,4,2
1852,1,13,13601,2,44,4,1,2,0.19,3,1
511,1,7,7101,2,59,3,1,4,0.173,5,1
22,1,15,15101,2,75,3,1,1,1.808,5,9
1046,1,10,10301,2,44,4,2,3,2.002,3,2
219,1,5,5101,1,77,4,2,1,1.756,5,3
865,2,9,9101,1,46,4,2,3,0.874,4,1
1679,1,13,13129,2,74,3,1,2,0.413,5,2
1859,1,13,13602,1,63,4,2,1,0.488,5,3
1812,1,13,13401,1,58,2,9,4,0.998,5,1
288,1,5,5109,2,52,3,9,3,0.449,4,2
980,1,14,14202,2,62,3,2,3,0.655,5,1
731,1,8,8202,2,54,4,2,2,0.351,4,3
959,1,14,14101,1,18,4,1,3,2.709,1,3
42,1,1,1101,1,52,4,1,2,3.27,4,2
456,2,6,6112,2,18,4,1,3,1.766,1,3
379,1,5,5601,1,24,4,2,3,2.769,1,2
70,1,2,2101,2,38,3,2,4,0.934,3,2
1674,1,13,13128,1,23,4,2,3,0.748,1,1
900,1,9,9112,2,41,3,1,3,1.658,3,2
899,1,9,9112,1,44,3,2,4,0.982,3,1
1358,1,13,13114,2,40,1,1,4,1.934,3,2
1258,1,13,13110,1,61,2,1,4,1.659,5,1
310,1,5,5109,2,56,2,2,4,0.445,5,3
700,1,8,8110,2,21,3,1,4,0.073,1,3
562,1,7,7301,1,59,4,2,3,0.359,5,1
962,2,14,14103,1,62,4,2,2,0.78,5,1
555,1,7,7301,1,62,4,1,2,0.802,5,1
753,1,8,8301,2,79,4,2,1,0.471,5,9
1811,1,13,13401,2,31,3,2,4,0.597,2,2
216,1,5,5101,2,52,3,2,2,0.294,4,2
270,1,5,5107,1,70,4,2,1,0.398,5,3
683,1,8,8108,2,63,3,1,1,0.424,5,2
192,1,4,4301,2,32,4,2,3,1.179,2,1
1078,1,12,12101,2,63,3,1,3,0.653,5,3
1205,1,13,13106,1,62,4,2,1,0.036,5,1
1746,1,13,13201,2,52,4,9,3,1.303,4,2
1866,1,13,13604,2,55,3,2,3,1.006,5,2
1479,1,13,13119,2,50,4,2,2,0.693,4,1
1654,1,13,13127,2,72,3,2,1,1.081,5,1
1026,2,10,10109,2,38,5,2,2,0.557,3,2
1006,1,10,10102,2,20,3,2,4,0.505,1,2
391,1,5,5701,1,46,4,2,2,1.038,4,2
812,1,8,8406,2,60,3,2,3,0.254,5,1
1530,1,13,13121,2,44,3,2,4,0.863,3,2
243,1,5,5101,1,80,4,2,1,0.683,5,2
612,2,7,7408,2,50,4,2,2,0.418,4,2
438,2,6,6104,1,64,4,2,2,0.785,5,2
1061,2,10,10302,1,41,2,2,4,1.037,3,1
507,1,7,7101,2,65,4,2,2,0.685,5,1
417,1,6,6101,1,60,3,1,4,0.531,5,2
581,2,7,7309,1,51,4,2,2,1.018,4,2
1477,1,13,13119,1,38,4,2,3,0.61,3,2
340,2,5,5304,2,48,3,2,3,0.401,4,2
376,1,5,5506,2,41,3,2,2,1.922,3,3
1781,1,13,13301,2,45,4,2,3,0.182,4,2
1682,1,13,13129,2,61,4,1,1,0.29,5,2
995,1,10,10101,1,33,3,2,3,1.144,2,1
525,1,7,7101,1,57,3,1,4,0.015,5,2
1402,2,13,13115,1,55,2,1,3,1.229,5,2
1686,1,13,13129,2,38,5,9,3,0.162,3,2
636,1,8,8101,2,44,4,2,2,1.399,3,2
1241,1,13,13109,2,66,2,1,3,0.907,5,2
196,2,4,4301,2,49,4,2,3,0.292,4,1
804,1,8,8401,2,62,4,1,2,0.272,5,1
1336,1,13,13113,1,52,1,1,4,0.903,4,1
911,2,9,9118,1,45,4,2,2,0.721,4,2
569,1,7,7304,2,22,4,1,4,1.035,1,3
1047,1,10,10301,2,51,4,1,4,0.674,4,1
650,1,8,8102,2,60,4,1,1,0.557,5,3
1450,1,13,13119,2,48,4,1,3,0.335,4,2
1470,1,13,13119,2,57,2,1,3,1.411,5,1
1457,1,13,13119,1,67,3,1,4,1.568,5,1
1178,1,13,13105,1,49,3,1,4,2.434,4,2
951,1,14,14101,1,62,4,2,2,0.595,5,3
291,1,5,5109,2,59,3,9,2,0.479,5,1
201,1,4,4302,1,25,4,2,4,2.626,2,1
1217,1,13,13107,1,72,3,1,3,0.329,5,1
328,1,5,5201,2,73,4,1,2,0.103,5,1
1851,1,13,13601,1,72,3,1,2,0.067,5,1
191,1,4,4301,2,35,4,9,4,0.893,3,2
918,1,9,9119,2,19,3,2,4,0.429,1,1
870,2,9,9101,2,50,4,2,3,0.531,4,2
1422,1,13,13117,1,71,4,1,2,0.82,5,2
52,1,2,2101,2,68,3,1,1,0.251,5,3
1626,1,13,13125,2,66,3,2,1,1.25,5,3
1246,1,13,13110,1,63,3,9,4,0.661,5,1
839,1,9,9101,2,71,4,1,2,0.333,5,2
74,1,2,2101,1,36,2,2,3,1.122,3,3
355,1,5,5502,1,40,3,2,3,0.37,3,3
1154,1,13,13103,1,55,4,1,3,0.454,5,2
1167,1,13,13104,2,23,4,1,3,1.022,1,2
933,2,9,9204,1,63,4,2,1,0.478,5,2
1858,1,13,13602,1,62,4,2,2,0.244,5,1
1186,1,13,13105,1,47,3,1,3,1.722,4,2
1770,1,13,13201,2,52,2,9,4,0.209,4,2
1041,1,10,10301,2,27,2,1,4,2.701,2,1
287,1,5,5109,1,60,3,1,2,0.785,5,3
413,1,6,6101,1,67,3,2,1,0.379,5,2
1543,1,13,13122,1,31,1,1,4,2.579,2,1
1564,1,13,13122,1,67,3,1,3,0.057,5,2
1385,1,13,13114,1,39,1,1,4,1.122,3,2
1238,1,13,13109,1,47,2,1,4,1.111,4,2
384,1,5,5601,2,41,3,1,4,0.663,3,2
69,1,2,2101,2,25,3,2,4,0.411,2,1
1717,1,13,13201,1,52,4,1,3,0.271,4,2
266,1,5,5107,1,32,2,2,3,1.267,2,2
127,1,3,3101,2,46,3,1,2,0.563,4,9
958,1,14,14101,1,51,4,2,2,2.559,4,2
736,2,8,8203,2,61,3,2,3,0.304,5,1
800,1,8,8401,2,62,4,2,2,0.272,5,2
898,1,9,9112,1,37,4,2,2,0.982,3,3
1082,1,12,12101,2,65,5,2,1,0.262,5,2
299,1,5,5109,2,49,2,9,4,0.307,4,2
1084,1,12,12101,2,28,4,2,2,0.773,2,3
1698,1,13,13130,1,78,4,1,2,0.5,5,3
1499,1,13,13120,1,69,2,9,3,0.166,5,2
1819,1,13,13402,2,56,3,2,2,0.676,5,2
302,1,5,5109,1,27,3,2,4,0.962,2,1
1376,1,13,13114,1,33,3,2,3,0.554,2,1
75,1,2,2101,1,38,2,9,5,0.281,3,3
1494,1,13,13119,1,23,3,1,4,4.35,1,1
233,1,5,5101,2,37,2,2,4,1.658,3,2
454,2,6,6112,1,44,4,9,1,1.221,3,1
247,1,5,5103,2,43,4,2,3,0.819,3,2
1076,1,12,12101,1,55,3,1,4,0.966,5,1
99,1,2,2201,2,70,2,1,1,0.891,5,2
1124,1,13,13101,1,24,3,1,4,1.235,1,2
687,1,8,8108,2,42,2,1,4,0.284,3,2
564,1,7,7301,1,70,4,2,2,0.717,5,3
1449,1,13,13119,2,24,4,2,4,1.139,1,3
1734,1,13,13201,1,40,3,1,3,0.706,3,9
1007,1,10,10102,1,40,5,2,3,0.784,3,2
1774,1,13,13203,1,62,3,2,2,1.307,5,2
303,1,5,5109,1,27,3,9,4,0.962,2,3
1401,2,13,13115,2,33,3,1,3,0.528,2,2
309,1,5,5109,1,26,2,2,4,2.095,2,2
574,2,7,7304,2,67,4,2,1,0.443,5,9
1758,1,13,13201,1,51,3,1,2,1.038,4,1
725,1,8,8111,2,54,4,2,2,0.764,4,2
803,1,8,8401,1,88,4,2,3,1.072,5,2
713,1,8,8110,2,24,3,1,4,0.736,1,2
1085,1,12,12101,1,24,5,1,2,1.222,1,2
538,2,7,7106,2,48,4,2,3,0.503,4,2
1528,1,13,13121,2,70,4,2,2,2.318,5,2
264,1,5,5106,1,28,3,1,4,1.321,2,2
516,1,7,7101,2,75,3,1,2,0.346,5,2
1542,1,13,13121,2,75,3,1,2,1.654,5,2
1116,1,13,13101,1,80,2,9,4,0.823,5,1
1216,1,13,13107,2,28,3,1,4,0.737,2,2
1204,1,13,13106,2,48,4,2,2,0.054,4,2
